Target_name	Target_accession	Query_name	Query_accession	Full_seq_evalue	Full_seq_score	Full_seq_bias	Best_1_dom_evalue	Best_1_dom_score	Best_1_dom_bias	exp	reg	clu	ov	env	dom	rep	inc	Description_of_target
PAS_8	PF13188.9	2pr6_A	-	8.5e-09	35.3	0.0	1.3e-08	34.8	0.0	1.3	1	0	0	1	1	1	1	"PAS domain"
PAS_3	PF08447.14	2pr6_A	-	6.1e-08	33.0	0.0	8.6e-08	32.5	0.0	1.3	1	0	0	1	1	1	1	"PAS fold"
PknG_TPR	PF16918.7	2pzi_A	-	6.1e-153	508.7	7.7	8.7e-153	508.2	7.7	1.2	1	0	0	1	1	1	1	"Protein kinase G tetratricopeptide repeat"
PknG_rubred	PF16919.7	2pzi_A	-	2e-45	154.5	0.3	3.9e-45	153.5	0.3	1.5	1	0	0	1	1	1	1	"Protein kinase G rubredoxin domain"
Pkinase	PF00069.27	2pzi_A	-	1.2e-31	110.1	0.0	2.3e-31	109.3	0.0	1.4	1	1	0	1	1	1	1	"Protein kinase domain"
PK_Tyr_Ser-Thr	PF07714.19	2pzi_A	-	1.1e-12	48.0	0.0	1.6e-12	47.3	0.0	1.2	1	0	0	1	1	1	1	"Protein tyrosine and serine/threonine kinase"
TPR_19	PF14559.8	2pzi_A	-	2.9e-06	27.7	0.1	0.044	14.3	0.0	3.8	4	0	0	4	4	0	0	"Tetratricopeptide repeat"
Autoind_bind	PF03472.17	2q0o_A	-	2.9e-25	88.6	0.1	4.6e-25	87.9	0.1	1.2	1	0	0	1	1	1	1	"Autoinducer binding domain"
GerE	PF00196.21	2q0o_A	-	9.4e-09	34.8	0.0	1.7e-08	34.0	0.0	1.5	1	0	0	1	1	1	1	"Bacterial regulatory proteins, luxR family"
DNA_ligase_OB_2	PF14743.8	2q2u_A	-	4.7e-18	65.1	0.0	8.3e-18	64.3	0.0	1.4	1	0	0	1	1	1	1	"DNA ligase OB-like domain"
DNA_ligase_A_M	PF01068.23	2q2u_A	-	1.4e-07	31.4	0.0	3.7e-07	30.1	0.0	1.7	1	1	0	1	1	1	1	"ATP dependent DNA ligase domain"
Peptidase_C30	PF05409.15	2q6d_B	-	3.4e-126	420.5	0.1	3.9e-126	420.3	0.1	1.0	1	0	0	1	1	1	1	"Coronavirus endopeptidase C30"
GP120	PF00516.20	2qad_A	-	1.5e-138	462.5	13.7	2.3e-122	409.1	6.9	2.0	1	1	1	2	2	2	2	"Envelope glycoprotein GP120"
cNMP_binding	PF00027.31	2qcs_B	-	3.3e-41	139.4	0.0	2e-19	69.5	0.0	2.3	2	0	0	2	2	2	2	"Cyclic nucleotide-binding domain"
RNPP_C	PF18768.3	2qfc_A	-	2.4e-59	200.5	22.8	3.4e-59	200.0	22.8	1.1	1	0	0	1	1	1	1	"RNPP family C-terminal domain"
HTH_3	PF01381.24	2qfc_A	-	1.6e-10	40.9	0.0	4.3e-10	39.6	0.0	1.8	1	0	0	1	1	1	1	"Helix-turn-helix"
Cation_efflux	PF01545.23	2qfi_A	-	9.9e-45	152.8	14.8	1.2e-44	152.6	14.8	1.1	1	0	0	1	1	1	1	"Cation efflux family"
ZT_dimer	PF16916.7	2qfi_A	-	4.4e-26	90.9	0.1	6.7e-26	90.3	0.1	1.2	1	0	0	1	1	1	1	"Dimerisation domain of Zinc Transporter"
Rad4	PF03835.17	2qsh_A	-	2.6e-42	144.1	2.0	6.6e-42	142.8	2.0	1.7	1	0	0	1	1	1	1	"Rad4 transglutaminase-like domain"
BHD_3	PF10405.11	2qsh_A	-	3.8e-23	81.7	0.1	6.7e-23	80.9	0.1	1.4	1	0	0	1	1	1	1	"Rad4 beta-hairpin domain 3"
BHD_1	PF10403.11	2qsh_A	-	2.9e-15	56.1	0.1	6.6e-15	54.9	0.1	1.7	1	0	0	1	1	1	1	"Rad4 beta-hairpin domain 1"
Transglut_core	PF01841.21	2qsh_A	-	8.1e-06	26.4	0.0	1.9e-05	25.2	0.0	1.7	1	0	0	1	1	1	1	"Transglutaminase-like superfamily"
Semialdhyde_dhC	PF02774.20	2qz9_A	-	2.2e-63	213.8	0.0	3.2e-63	213.2	0.0	1.2	1	0	0	1	1	1	1	"Semialdehyde dehydrogenase, dimerisation domain"
Semialdhyde_dh	PF01118.26	2qz9_A	-	6.3e-33	113.9	0.0	1.1e-32	113.1	0.0	1.4	1	0	0	1	1	1	1	"Semialdehyde dehydrogenase, NAD binding domain"
Sec7	PF01369.22	2r09_A	-	3e-72	242.2	0.1	3.8e-72	241.9	0.0	1.1	1	0	0	1	1	1	1	"Sec7 domain"
PH	PF00169.31	2r09_A	-	9.3e-29	100.1	0.1	1.5e-28	99.5	0.1	1.3	1	0	0	1	1	1	1	"PH domain"
Resolvase	PF00239.23	2r0q_C	-	1.2e-31	109.9	0.2	1.8e-31	109.3	0.2	1.3	1	0	0	1	1	1	1	"Resolvase, N terminal domain"
HTH_7	PF02796.17	2r0q_C	-	3.1e-21	75.3	1.0	4.9e-21	74.6	0.2	1.8	2	0	0	2	2	1	1	"Helix-turn-helix domain of resolvase"
HTH_23	PF13384.8	2r0q_C	-	2.3e-06	27.4	0.1	5.7e-06	26.2	0.1	1.6	1	0	0	1	1	1	1	"Homeodomain-like domain"
Insulin	PF00049.20	2r35_A	-	1.9e-07	32.0	4.9	2e-07	32.0	4.9	1.0	1	0	0	1	1	1	1	"Insulin/IGF/Relaxin family"
AAA	PF00004.31	2r65_A	-	1e-44	152.2	0.0	1.8e-44	151.5	0.0	1.4	1	0	0	1	1	1	1	"ATPase family associated with various cellular activities (AAA)"
AAA_lid_3	PF17862.3	2r65_A	-	4.3e-13	49.0	0.2	8e-13	48.1	0.2	1.5	1	0	0	1	1	1	1	"AAA+ lid domain"
AAA_5	PF07728.16	2r65_A	-	1.6e-06	28.2	0.3	1.5e-05	25.1	0.1	2.3	2	1	0	2	2	1	1	"AAA domain (dynein-related subfamily)"
RuvB_N	PF05496.14	2r65_A	-	3e-05	23.9	0.0	0.00016	21.6	0.0	2.2	3	0	0	3	3	1	1	"Holliday junction DNA helicase RuvB P-loop domain"
AAA_2	PF07724.16	2r65_A	-	0.00034	20.9	0.1	0.0015	18.8	0.1	2.1	1	1	0	1	1	0	0	"AAA domain (Cdc48 subfamily)"
PEP-utilizers_C	PF02896.20	2r82_A	-	3.2e-93	312.2	0.1	6.8e-93	311.1	0.1	1.5	1	0	0	1	1	1	1	"PEP-utilising enzyme, PEP-binding domain"
PPDK_N	PF01326.21	2r82_A	-	8.3e-59	199.6	0.0	3.4e-45	154.8	0.0	3.2	1	1	1	2	2	2	2	"Pyruvate phosphate dikinase, AMP/ATP-binding domain"
PEP-utilizers	PF00391.25	2r82_A	-	3.8e-28	97.1	0.5	9e-28	95.9	0.5	1.7	1	0	0	1	1	1	1	"PEP-utilising enzyme, mobile domain"
S_100	PF01023.21	2rgi_A	-	1.9e-19	69.0	0.5	1.9e-19	69.0	0.5	1.8	3	0	0	3	3	1	1	"S-100/ICaBP type calcium binding domain"
fn1	PF00039.20	2rkz_C	-	7e-30	103.0	18.5	1.9e-15	56.8	3.0	2.0	2	0	0	2	2	2	2	"Fibronectin type I domain"
SNase	PF00565.19	2sns_A	-	2.2e-36	124.7	1.3	2.7e-36	124.4	1.3	1.1	1	0	0	1	1	1	1	"Staphylococcal nuclease homologue"
BIR	PF00653.23	2uvl_B	-	9.9e-22	77.5	1.6	1.2e-21	77.2	1.6	1.1	1	0	0	1	1	1	1	"Inhibitor of Apoptosis domain"
HasA	PF06438.14	2uyd_X	-	7.4e-56	189.2	10.5	8.6e-56	188.9	10.5	1.0	1	0	0	1	1	1	1	"Heme-binding protein A (HasA)"
TK	PF00265.20	2uz3_B	-	1.2e-51	175.2	0.0	1.4e-51	174.9	0.0	1.1	1	0	0	1	1	1	1	"Thymidine kinase"
TAP42	PF04177.14	2v0p_A	-	9.7e-49	166.4	9.7	1.1e-48	166.3	9.7	1.0	1	0	0	1	1	1	1	"TAP42-like family"
HlyD_D23	PF16576.7	2v4d_B	-	9.4e-17	61.1	1.8	6.1e-16	58.4	1.8	2.0	1	1	0	1	1	1	1	"Barrel-sandwich domain of CusB or HlyD membrane-fusion"
Biotin_lipoyl_2	PF13533.8	2v4d_B	-	2e-10	40.4	0.4	1e-06	28.5	0.2	3.0	2	0	0	2	2	1	1	"Biotin-lipoyl like"
HlyD_3	PF13437.8	2v4d_B	-	1.6e-09	38.5	6.2	1.5e-05	25.7	0.0	3.4	3	1	0	3	3	1	1	"HlyD family secretion protein"
CusB_dom_1	PF00529.22	2v4d_B	-	5.9e-09	35.8	9.0	1.1e-08	34.9	9.0	1.7	1	1	0	1	1	1	1	"Cation efflux system protein CusB domain 1"
TetR_N	PF00440.25	2v57_B	-	2.6e-08	33.6	0.3	5.9e-08	32.5	0.1	1.7	2	0	0	2	2	1	1	"Bacterial regulatory proteins, tetR family"
HTH_IclR	PF09339.12	2v57_B	-	3.3e-06	26.9	1.0	0.00044	20.1	0.1	2.5	2	0	0	2	2	0	0	"IclR helix-turn-helix domain"
HORMA	PF02301.20	2v64_A	-	2.6e-23	82.8	0.7	5.7e-23	81.8	0.7	1.5	1	1	0	1	1	1	1	"HORMA domain"
C1-set	PF07654.17	2v7h_H	-	8.7e-16	58.2	1.7	1.2e-14	54.5	0.0	2.8	3	0	0	3	3	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	2v7h_H	-	1.1e-12	48.2	0.8	1.2e-11	44.9	0.2	2.1	2	0	0	2	2	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	2v7h_H	-	3.2e-09	37.3	4.2	0.00025	21.6	0.2	2.7	2	2	0	2	2	0	0	"Immunoglobulin domain"
I-set	PF07679.18	2v9q_A	-	6.5e-33	112.8	0.0	2.3e-15	56.5	0.0	2.2	2	0	0	2	2	2	2	"Immunoglobulin I-set domain"
Ig_3	PF13927.8	2v9q_A	-	1.4e-31	108.9	0.0	4.2e-16	59.3	0.0	2.1	2	0	0	2	2	2	2	"Immunoglobulin domain"
Ig_2	PF13895.8	2v9q_A	-	1.2e-21	77.0	0.0	1.5e-11	44.5	0.0	2.1	2	0	0	2	2	2	2	"Immunoglobulin domain"
ig	PF00047.27	2v9q_A	-	7.9e-17	61.3	0.0	7.2e-07	29.4	0.0	2.5	2	1	0	2	2	2	2	"Immunoglobulin domain"
V-set	PF07686.19	2v9q_A	-	1.7e-12	47.6	0.5	0.0055	17.0	0.0	4.0	2	2	1	3	3	0	0	"Immunoglobulin V-set domain"
C2-set_2	PF08205.14	2v9q_A	-	3.6e-09	36.6	0.0	0.0018	18.4	0.0	2.3	2	0	0	2	2	0	0	"CD80-like C2-set immunoglobulin domain"
AbfS_sensor	PF18225.3	2va0_E	-	4.3e-30	103.5	1.5	5.9e-30	103.0	1.5	1.2	1	0	0	1	1	1	1	"Sensor histidine kinase (AbfS) sensor domain"
TPR_3	PF07720.14	2vgx_B	-	3e-10	40.0	9.7	5.9e-08	32.6	3.6	2.8	3	0	0	3	3	1	1	"Tetratricopeptide repeat"
TPR_19	PF14559.8	2vgx_B	-	4.6e-06	27.1	1.6	0.021	15.4	0.6	2.5	1	1	2	3	3	0	0	"Tetratricopeptide repeat"
CCP_MauG	PF03150.16	2vhd_A	-	4.4e-53	180.0	0.0	4.2e-51	173.6	0.0	2.1	2	0	0	2	2	1	1	"Di-haem cytochrome c peroxidase"
Cytochrom_C	PF00034.23	2vhd_A	-	3e-15	57.1	0.0	9.9e-10	39.5	0.0	2.3	2	0	0	2	2	1	1	"Cytochrome c"
C1-set	PF07654.17	2vir_B	-	1.3e-18	67.2	0.6	3.3e-16	59.5	0.1	2.8	3	1	0	3	3	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	2vir_B	-	3.8e-15	56.1	0.4	4.4e-14	52.7	0.1	2.1	2	0	0	2	2	1	1	"Immunoglobulin V-set domain"
fn3	PF00041.23	2vkx_E	-	2.5e-27	95.1	0.3	1e-13	51.5	0.1	2.1	2	0	0	2	2	2	2	"Fibronectin type III domain"
Head_binding	PF09008.12	2vky_B	-	4.4e-63	210.6	5.3	5.7e-63	210.3	5.3	1.1	1	0	0	1	1	1	1	"Head binding"
Redoxin	PF08534.12	2vl3_A	-	3.1e-31	108.2	0.0	3.5e-31	108.0	0.0	1.0	1	0	0	1	1	1	1	"Redoxin"
AhpC-TSA	PF00578.23	2vl3_A	-	5.1e-14	52.4	0.0	5.8e-14	52.2	0.0	1.1	1	0	0	1	1	1	1	"AhpC/TSA family"
CPSase_L_D2	PF02786.19	2vqd_A	-	4e-87	291.2	0.0	6.5e-87	290.5	0.0	1.3	1	0	0	1	1	1	1	"Carbamoyl-phosphate synthase L chain, ATP binding domain"
Biotin_carb_N	PF00289.24	2vqd_A	-	1.4e-44	151.3	0.5	2.9e-44	150.2	0.1	1.9	2	0	0	2	2	1	1	"Biotin carboxylase, N-terminal domain"
Biotin_carb_C	PF02785.21	2vqd_A	-	2e-39	134.1	0.0	4e-39	133.1	0.0	1.5	1	0	0	1	1	1	1	"Biotin carboxylase C-terminal domain"
Dala_Dala_lig_C	PF07478.15	2vqd_A	-	2.4e-07	30.5	0.0	5.3e-07	29.4	0.0	1.5	1	1	0	1	1	1	1	"D-ala D-ala ligase C-terminus"
ATP-grasp_3	PF02655.16	2vqd_A	-	6.6e-07	29.6	0.0	1.3e-06	28.6	0.0	1.5	1	0	0	1	1	1	1	"ATP-grasp domain"
ATP-grasp	PF02222.24	2vqd_A	-	2.4e-06	27.3	0.0	5.7e-06	26.1	0.0	1.5	1	0	0	1	1	1	1	"ATP-grasp domain"
GARS_A	PF01071.21	2vqd_A	-	0.0001	22.2	0.0	0.00019	21.4	0.0	1.4	1	0	0	1	1	1	1	"Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain"
Hist_deacetyl	PF00850.21	2vqj_A	-	3.6e-86	289.4	0.0	8e-86	288.3	0.0	1.5	2	0	0	2	2	1	1	"Histone deacetylase domain"
I-set	PF07679.18	2vra_A	-	4.9e-34	116.4	0.0	1.4e-18	66.8	0.0	2.1	2	0	0	2	2	2	2	"Immunoglobulin I-set domain"
Ig_3	PF13927.8	2vra_A	-	6.1e-31	106.9	0.0	8.6e-16	58.3	0.0	2.2	2	0	0	2	2	2	2	"Immunoglobulin domain"
Ig_2	PF13895.8	2vra_A	-	8e-23	80.7	0.0	8.4e-12	45.4	0.0	2.1	2	0	0	2	2	2	2	"Immunoglobulin domain"
ig	PF00047.27	2vra_A	-	1.9e-18	66.5	0.0	7.2e-10	39.0	0.1	2.7	2	2	0	2	2	2	2	"Immunoglobulin domain"
V-set	PF07686.19	2vra_A	-	1.8e-09	37.8	0.2	0.02	15.1	0.1	3.9	2	2	0	2	2	0	0	"Immunoglobulin V-set domain"
C2-set_2	PF08205.14	2vra_A	-	1.4e-08	34.8	0.0	0.00095	19.3	0.0	2.2	2	0	0	2	2	0	0	"CD80-like C2-set immunoglobulin domain"
C1-set	PF07654.17	2vra_A	-	2.3e-05	24.8	0.0	6.4e-05	23.3	0.0	1.7	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
Levi_coat	PF01819.19	2vtu_J	-	2.8e-135	444.9	6.4	4.5e-67	224.2	0.7	2.0	2	0	0	2	2	2	2	"Levivirus coat protein"
Fic	PF02661.20	2vza_A	-	1.4e-17	64.5	0.6	2.7e-17	63.5	0.3	1.6	2	0	0	2	2	1	1	"Fic/DOC family"
ID	PF18543.3	2vza_A	-	8.4e-12	44.9	0.9	2e-11	43.6	0.2	2.1	2	0	0	2	2	1	1	"Intracellular delivery domain"
SpoVT_C	PF15714.7	2w1t_A	-	1.6e-45	154.4	0.1	2.2e-45	153.9	0.1	1.2	1	0	0	1	1	1	1	"Stage V sporulation protein T C-terminal, transcription factor"
MazE_antitoxin	PF04014.20	2w1t_A	-	4.3e-11	42.5	1.9	7.1e-11	41.8	1.9	1.4	1	0	0	1	1	1	1	"Antidote-toxin recognition MazE, bacterial antitoxin"
Pro_CA	PF00484.21	2w3n_A	-	5.9e-38	130.7	0.0	8e-38	130.3	0.0	1.2	1	0	0	1	1	1	1	"Carbonic anhydrase"
FGGY_N	PF00370.23	2w41_B	-	9.1e-63	212.2	2.9	1.4e-62	211.6	2.9	1.3	1	0	0	1	1	1	1	"FGGY family of carbohydrate kinases, N-terminal domain"
FGGY_C	PF02782.18	2w41_B	-	9.5e-48	162.7	0.0	3e-46	157.8	0.0	2.3	2	0	0	2	2	1	1	"FGGY family of carbohydrate kinases, C-terminal domain"
Sugar-bind	PF04198.15	2w48_B	-	6.2e-80	268.1	0.0	7.6e-80	267.8	0.0	1.1	1	0	0	1	1	1	1	"Putative sugar-binding domain"
HTH_38	PF13936.8	2w48_B	-	1.8e-08	34.1	0.2	3.8e-08	33.1	0.2	1.5	1	0	0	1	1	1	1	"Helix-turn-helix domain"
HTH_28	PF13518.8	2w48_B	-	2.5e-07	30.8	0.4	7.5e-07	29.3	0.3	1.9	2	0	0	2	2	1	1	"Helix-turn-helix domain"
Sigma70_r4	PF04545.18	2w48_B	-	1.1e-06	28.2	1.0	2.6e-06	27.0	1.0	1.6	1	0	0	1	1	1	1	"Sigma-70, region 4"
HTH_23	PF13384.8	2w48_B	-	2.2e-06	27.5	0.2	4.7e-06	26.4	0.2	1.5	1	0	0	1	1	1	1	"Homeodomain-like domain"
HTH_24	PF13412.8	2w48_B	-	4.3e-05	23.1	0.2	0.0001	21.8	0.2	1.7	1	0	0	1	1	0	0	"Winged helix-turn-helix DNA-binding"
S_100	PF01023.21	2wc8_D	-	2.6e-20	71.9	0.5	3.7e-20	71.3	0.5	1.3	1	0	0	1	1	1	1	"S-100/ICaBP type calcium binding domain"
EF-hand_1	PF00036.34	2wc8_D	-	2.3e-06	26.9	0.7	3.2e-05	23.3	0.3	2.2	2	0	0	2	2	0	0	"EF hand"
Pkinase	PF00069.27	2wel_A	-	5.8e-76	255.4	0.0	7.7e-76	255.0	0.0	1.2	1	0	0	1	1	1	1	"Protein kinase domain"
PK_Tyr_Ser-Thr	PF07714.19	2wel_A	-	2e-32	112.6	0.0	2.6e-32	112.2	0.0	1.1	1	0	0	1	1	1	1	"Protein tyrosine and serine/threonine kinase"
SAG	PF04092.15	2wnk_A	-	1.7e-23	83.9	10.3	3.3e-14	53.9	0.5	2.0	2	0	0	2	2	2	2	"SRS domain"
ATP-synt_ab	PF00006.27	2wpd_E	-	5.1e-62	209.4	0.0	7.7e-62	208.8	0.0	1.3	1	0	0	1	1	1	1	"ATP synthase alpha/beta family, nucleotide-binding domain"
ATP-synt_ab_N	PF02874.25	2wpd_E	-	3.5e-24	85.2	1.0	1e-23	83.7	1.0	1.9	1	0	0	1	1	1	1	"ATP synthase alpha/beta family, beta-barrel domain"
Thiolase_N	PF00108.25	2wu9_A	-	1.1e-79	267.5	0.8	1.5e-79	267.2	0.8	1.1	1	0	0	1	1	1	1	"Thiolase, N-terminal domain"
Thiolase_C	PF02803.20	2wu9_A	-	2e-48	163.2	0.6	3.4e-48	162.4	0.6	1.4	1	0	0	1	1	1	1	"Thiolase, C-terminal domain"
mRNA_decap_C	PF16741.7	2wx4_D	-	4e-17	61.4	1.9	4.1e-17	61.4	1.9	1.0	1	0	0	1	1	1	1	"mRNA-decapping enzyme C-terminus"
Serpin	PF00079.22	2wxw_A	-	4e-58	197.6	0.0	5.8e-58	197.0	0.0	1.2	1	0	0	1	1	1	1	"Serpin (serine protease inhibitor)"
Caudo_bapla_RBP	PF08931.12	2wzp_A	-	2.2e-146	486.4	9.6	2.4e-146	486.2	9.6	1.0	1	0	0	1	1	1	1	"Receptor-binding protein of phage tail base-plate Siphoviridae, head"
Baseplate	PF16774.7	2wzp_P	-	3e-61	206.2	6.0	5.5e-61	205.4	6.0	1.4	1	0	0	1	1	1	1	"Baseplate protein"
Caudo_bapla16	PF16792.7	2wzp_R	-	1.3e-258	857.0	11.4	1.5e-258	856.8	11.4	1.0	1	0	0	1	1	1	1	"Phage tail base-plate attachment protein of Caudovirales ORF16"
Pkinase	PF00069.27	2x0g_A	-	3.4e-75	252.9	0.0	4.3e-75	252.6	0.0	1.1	1	0	0	1	1	1	1	"Protein kinase domain"
PK_Tyr_Ser-Thr	PF07714.19	2x0g_A	-	3.3e-37	128.3	0.0	4.2e-37	127.9	0.0	1.1	1	0	0	1	1	1	1	"Protein tyrosine and serine/threonine kinase"
Kdo	PF06293.16	2x0g_A	-	3.1e-07	30.1	0.5	5.3e-07	29.3	0.0	1.6	2	0	0	2	2	1	1	"Lipopolysaccharide kinase (Kdo/WaaP) family"
RIO1	PF01163.24	2x0g_A	-	7.7e-06	25.7	0.1	7.7e-06	25.7	0.1	1.5	2	0	0	2	2	1	1	"RIO1 family"
Amino_oxidase	PF01593.26	2x0l_A	-	2.6e-135	452.3	0.0	2.3e-134	449.2	0.0	1.9	1	1	0	1	1	1	1	"Flavin containing amine oxidoreductase"
SWIRM	PF04433.19	2x0l_A	-	1.4e-17	63.9	0.3	8e-17	61.5	0.0	2.4	3	0	0	3	3	1	1	"SWIRM domain"
NAD_binding_8	PF13450.8	2x0l_A	-	1e-13	51.4	0.7	2.3e-13	50.3	0.7	1.6	1	0	0	1	1	1	1	"NAD(P)-binding Rossmann-like domain"
Pyr_redox_2	PF07992.16	2x0l_A	-	7.5e-10	38.6	1.8	2.4e-05	23.8	0.1	2.0	2	1	1	3	3	0	0	"Pyridine nucleotide-disulphide oxidoreductase"
DAO	PF01266.26	2x0l_A	-	2.9e-08	33.8	1.1	1e-07	32.0	0.4	2.1	2	1	0	2	2	1	1	"FAD dependent oxidoreductase"
AlaDh_PNT_C	PF01262.23	2x0l_A	-	1.3e-05	24.7	0.3	3.6e-05	23.3	0.3	1.7	1	0	0	1	1	1	1	"Alanine dehydrogenase/PNT, C-terminal domain"
Pyr_redox	PF00070.29	2x0l_A	-	8.7e-05	23.1	0.1	8.7e-05	23.1	0.1	3.0	4	0	0	4	4	1	1	"Pyridine nucleotide-disulphide oxidoreductase"
FAD_binding_2	PF00890.26	2x0l_A	-	8.2e-05	21.9	0.7	0.00017	20.9	0.4	1.7	2	0	0	2	2	1	1	"FAD binding domain"
Pyridox_ox_2	PF12900.9	2x1k_A	-	2.6e-19	69.7	0.0	3.3e-19	69.4	0.0	1.1	1	0	0	1	1	1	1	"Pyridoxamine 5'-phosphate oxidase"
SBP_bac_3	PF00497.22	2x26_A	-	9.7e-13	48.1	0.0	1.6e-09	37.6	0.0	2.4	2	1	1	3	3	1	1	"Bacterial extracellular solute-binding proteins, family 3"
NMT1	PF09084.13	2x26_A	-	2.5e-12	47.3	0.0	1.1e-11	45.1	0.0	2.0	2	0	0	2	2	1	1	"NMT1/THI5 like"
NMT1_2	PF13379.8	2x26_A	-	2e-09	37.7	0.0	1.4e-08	34.9	0.0	2.0	1	1	0	1	1	1	1	"NMT1-like family"
OpuAC	PF04069.14	2x26_A	-	3.5e-08	33.4	0.0	5.2e-08	32.9	0.0	1.3	1	0	0	1	1	1	1	"Substrate binding domain of ABC-type glycine betaine transport system"
Phosphonate-bd	PF12974.9	2x26_A	-	1.9e-07	31.0	0.1	3.2e-07	30.3	0.1	1.4	1	0	0	1	1	1	1	"ABC transporter, phosphonate, periplasmic substrate-binding protein"
NMT1_3	PF16868.7	2x26_A	-	1.3e-06	28.3	0.0	2.8e-06	27.1	0.0	1.5	2	0	0	2	2	1	1	"NMT1-like family"
TNF	PF00229.20	2x29_A	-	7e-22	77.8	0.0	8.6e-22	77.5	0.0	1.1	1	0	0	1	1	1	1	"TNF(Tumour Necrosis Factor) family"
Dynamin_N	PF00350.25	2x2e_A	-	2.5e-55	187.2	0.0	9.9e-55	185.2	0.0	1.8	2	0	0	2	2	1	1	"Dynamin family"
Dynamin_M	PF01031.22	2x2e_A	-	2.6e-45	154.9	0.1	4.2e-45	154.3	0.1	1.3	1	0	0	1	1	1	1	"Dynamin central region"
Adap_comp_sub	PF00928.23	2xa7_M	-	2.4e-81	273.1	0.2	3.2e-81	272.7	0.2	1.1	1	0	0	1	1	1	1	"Adaptor complexes medium subunit family"
Clat_adaptor_s	PF01217.22	2xa7_M	-	7.9e-06	25.9	0.4	1.4e-05	25.1	0.4	1.4	1	0	0	1	1	1	1	"Clathrin adaptor complex small chain"
DUF3539	PF12058.10	2xg8_D	-	1.4e-40	137.5	0.8	1.5e-40	137.3	0.8	1.0	1	0	0	1	1	1	1	"Protein of unknown function (DUF3539)"
rRNA_proc-arch	PF13234.8	2xgj_A	-	2.3e-86	290.1	0.4	4.3e-86	289.2	0.4	1.5	1	0	0	1	1	1	1	"rRNA-processing arch domain"
DSHCT	PF08148.14	2xgj_A	-	4.1e-51	172.9	0.6	8.7e-51	171.9	0.6	1.6	1	0	0	1	1	1	1	"DSHCT (NUC185) domain"
DEAD	PF00270.31	2xgj_A	-	1.8e-20	73.5	0.1	7.7e-18	65.0	0.0	3.2	3	1	0	3	3	1	1	"DEAD/DEAH box helicase"
Helicase_C	PF00271.33	2xgj_A	-	2.8e-06	27.7	0.0	2.8e-05	24.5	0.0	2.5	1	1	0	1	1	1	1	"Helicase conserved C-terminal domain"
TED	PF08341.13	2xid_B	-	1.1e-12	48.3	0.0	2.5e-12	47.2	0.0	1.6	1	0	0	1	1	1	1	"Thioester domain"
SpaA	PF17802.3	2xid_B	-	1.9e-09	37.5	7.9	2.7e-07	30.6	0.1	3.1	2	1	0	2	2	1	1	"Prealbumin-like fold domain"
DUF5979	PF19407.1	2xid_B	-	2.3e-08	34.8	1.8	2.5e-07	31.5	0.9	2.4	2	0	0	2	2	1	1	"Domain of unknown function (DUF5979)"
DNA_topoisoIV	PF00521.22	2xkj_E	-	3.8e-134	447.9	0.2	4.8e-134	447.5	0.2	1.1	1	0	0	1	1	1	1	"DNA gyrase/topoisomerase IV, subunit A"
DNA_gyraseB_C	PF00986.23	2xkj_E	-	2.8e-23	81.9	0.2	7.6e-23	80.5	0.2	1.8	1	0	0	1	1	1	1	"DNA gyrase B subunit, carboxyl terminus"
Toprim	PF01751.24	2xkj_E	-	2.4e-11	43.9	0.0	8.7e-11	42.1	0.0	2.0	1	0	0	1	1	1	1	"Toprim domain"
ATP-synt_ab	PF00006.27	2xnd_D	-	1.5e-63	214.4	0.0	2.1e-63	214.0	0.0	1.2	1	0	0	1	1	1	1	"ATP synthase alpha/beta family, nucleotide-binding domain"
ATP-synt_ab_N	PF02874.25	2xnd_D	-	4e-22	78.6	2.3	8.2e-22	77.6	2.3	1.6	1	0	0	1	1	1	1	"ATP synthase alpha/beta family, beta-barrel domain"
Gag_p24_C	PF19317.1	2xv6_A	-	3.4e-33	113.3	0.0	3.7e-33	113.2	0.0	1.0	1	0	0	1	1	1	1	"Gag protein p24 C-terminal domain"
Trypsin	PF00089.28	2xwb_F	-	1.3e-47	162.6	0.1	2.1e-47	161.9	0.1	1.4	1	0	0	1	1	1	1	"Trypsin"
VWA	PF00092.30	2xwb_F	-	2.2e-40	138.8	0.0	3.5e-40	138.2	0.0	1.3	1	0	0	1	1	1	1	"von Willebrand factor type A domain"
Sushi	PF00084.22	2xwb_F	-	3.2e-26	91.7	18.3	5.3e-11	43.0	2.6	4.4	4	0	0	4	4	3	3	"Sushi repeat (SCR repeat)"
VWA_2	PF13519.8	2xwb_F	-	5.3e-11	43.2	0.0	2.3e-10	41.2	0.0	2.0	2	0	0	2	2	1	1	"von Willebrand factor type A domain"
Importin_rep_2	PF18786.3	2xwu_B	-	3.9e-48	161.1	9.0	6.9e-26	89.9	1.3	3.5	4	0	0	4	4	2	2	"Importin 13 repeat"
Xpo1	PF08389.14	2xwu_B	-	5e-28	98.1	7.2	2.7e-25	89.2	0.1	4.5	5	0	0	5	5	1	1	"Exportin 1-like protein"
