CLUSTER_REP,SUBCLUSTER_REP,SUBCLUSTER_MEMBERS
5xo7F,5xo8H,"['5xo6B', '5z5jB', '5xo8G', '5xo6C', '5xo8A', '5xo7D', '5xo6G', '5z5jF', '5xo7H', '5xo7E', '5xo7G', '5z97D', '5z7jC', '5xo6F', '5z5jG', '5z7jG', '5z7jB', '5z7jE', '5z7jF', '5xo7A', '5xo8D', '5z7jD', '5z97B', '5z97C', '5xo6D', '5z5jH', '5xo8B', '5xo6E', '5xo7F', '5z5jA', '5z5jD', '5z7jH', '5xo7B', '5xo7C', '5xo6A', '5xo8E', '5z5jC', '5z97A', '5xo8C', '5xo8F', '5xo6H', '5z5jE', '5z7jA']"
1tzbA,1tzcB,"['1tzbA', '1x9hB', '1x9iB', '1tzcA', '1x9hA', '1tzbB', '1x9iA']"
1e6oH,1e6jH,"['1e6oH']"
4yyrA,4yysB,"['4yyrA', '4yyuA', '4yyvA', '4yysA']"
1gl1I,1gl1K,"['1gl1I', '1gl1J']"
2vnfC,2pnxC,"['2vnfC', '2pnxA']"
6v6hA,6v6hA,"['6v6hB', '6v6hC', '6v6hD']"
3njpA,4kroA,"['4uipA', '5xwdA', '3qwqA', '4uv7A']"
3njpA,6aruA,"['1yy9A']"
3njpA,3njpB,"['3njpA']"
3njpA,1nqlA,"[]"
5bv2P,6ztwB,"['3pq5C', '1gghC', '1iphB', '1p7yD', '1ggjC', '3pq4C', '3pq4A', '3ttwA', '5bv2P', '6ztwH', '4enpA', '4enwA', '3pq8B', '3pq5D', '4enwC', '1qwsD', '1gg9A', '1p7yC', '4ensA', '3ttuB', '5bv2S', '1p80B', '1ggjB', '4enwB', '1p80A', '3tttC', '3pq6D', '1ggfC', '3p9rD', '1cf9A', '1gghD', '1iphD', '1p7zC', '6ztvD', '3pq6B', '1p7zB', '3ttxB', '1ggkA', '1p7yB', '1qwsC', '4envA', '6ztwF', '3pq5A', '4envB', '3p9qA', '3pq7D', '1ggkC', '4entD', '1gghB', '6by0C', '3pq7C', '4enuA', '3pq8D', '1cf9D', '1ggfD', '4bflD', '4enuC', '4entB', '3ttvB', '3pq7A', '3p9qB', '6ztxA', '4entC', '4bflB', '3pq5B', '4enuD', '6ztwE', '1qf7B', '1iphC', '1ggeC', '3pq3A', '1ggeA', '3ttvA', '6ztvC', '3pq8C', '4envD', '6jqqD', '1ggfB', '1p7zA', '4enpB', '1p81C', '1p81D', '3p9sA', '3p9rB', '3pq7B', '3pq8A', '3pq3B', '3ttxD', '6ztvA', '3ttuD', '1p7yA', '3pq2B', '3p9sB', '4enwD', '3ttwB', '4enqC', '6ztxC', '3ttuC', '3vu3A', '3ttwD', '3p9pD', '4enqD', '4enqB', '1ggjD', '1p80D', '5bv2Q', '3tttD', '1p80C', '3pq6C', '1qwsA', '1cf9B', '3pq2C', '3p9sD', '3p9pC', '6jqqA', '1ggkB', '1gg9B', '4enpC', '4ensD', '1iphA', '3ttuA', '6ztwD', '1p81B', '4enrC', '4entA', '1ggfA', '3pq2A', '3ttvC', '3pq4D', '4bflA', '1gghA', '3pq3C', '6jqqC', '4enrA', '1qwsB', '3p9sC', '3ttxC', '6by0A', '5bv2R', '3ttvD', '1qf7C', '3p9rC', '4ensC', '1cf9C', '1gg9D', '1qf7D', '6ztvB', '6ztwG', '3p9qC', '4enuB', '3ttwC', '6jqqB', '6ztxD', '3p9rA', '1qf7A', '3pq3D', '1p81A', '6ztwC', '1ggkD', '4bflC', '1ggeB', '3p9pB', '1ggjA', '1p7zD', '3tttA', '3pq2D', '3p9qD', '1ggeD', '6by0D', '4ensB', '4enpD', '4enrD', '6by0B', '4enqA', '3ttxA', '3p9pA', '3pq4B', '3tttB', '6ztwA', '4enrB', '4envC', '1gg9C', '3pq6A', '6ztxB']"
6d67B,6d67B,"['6d66B']"
5knmA,5iueA,"['5iueI', '5iueG', '5knmA', '5iueE']"
3juuB,3juuB,"['3juuA']"
3wv9A,3wv8A,"['3wv7C', '3wv9D', '3wv9B', '3wv7A', '3wv9C', '3wv8B', '3wv9A', '3wv7B']"
2o8eB,2o8cB,"['2o8eB', '2o8bB', '2o8fB', '2o8dB']"
4a5zB,4a5zC,"['4a5zD', '4a5zB', '4a5zA']"
6cl5A,6cl5C,"['6cl5E', '6cl5A', '6cl5D', '6cl5B', '6cl5F']"
5tz6A,5tz6A,"['5tz6B', '3kg8A']"
6okmH,6ogxH,"[]"
6okmH,6okmH,"[]"
3iiiA,3ib3A,"['3iiiA', '3ib3B']"
2dc4A,2dc4A,"['2dc4B']"
2zwjA,2zwjA,"['3a9mA', '3a5aA', '3arkA', '3a5gA', '3a5bA', '3arlA', '3arjA', '1x3kA']"
2fvlA,2fvlB,"['2fvlC', '2fvlA']"
5nrg3,4wce3,"['5hkv3', '4wfa3', '5hl73', '4wfb3', '4wf93']"
5nrg3,5nrg3,"[]"
5c0wJ,5vzjK,"['5k36K', '2wp8J', '5c0wJ']"
5c0wJ,5c0xJ,"['4ifdJ']"
5c0wJ,5jeaJ,"[]"
4fukA,4fukA,"['4fukB']"
3iqcA,3iqcA,"[]"
3afgB,3afgB,"['3afgA']"
6npsA,6npsA,"['6npsB']"
3fq6B,3fq6B,"['3fq6A']"
5c2lA,4owvB,"['5c2lB', '5bytA', '5c1rB', '3qsaB', '4x5bA', '3qr9A', '3qqsC', '5c2lA', '3r6cB', '4ownB', '4owmA', '4owoA', '3r88B', '4n5vA', '3qsaA', '4x5aB', '3qs8C', '4x58A', '3twpD', '3qs8D', '4n8qA', '4owmB', '4zofB', '4x5cA', '4giuA', '4x59A', '5bytB', '4x5aA', '4zokA', '5c7sA', '3twpC', '4zofA', '2bpqB', '4n93B', '4x5bB', '4x5eB', '4n93A', '4n8qB', '3twpA', '4x5cB', '4x5dA', '4ztvB', '4x5dB', '5c7sB', '3twpB', '4x59B', '4owuA', '4owqB', '3r88A', '4m0rA', '4owvA', '5c1rA', '4owsB', '4owuB', '3qr9B', '3qqsA', '2bpqA', '4ownA', '1zvwA', '4m0rB', '4owoB', '4gkmB', '4giuB', '3qqsB', '4owqA', '4n5vB', '3r6cA', '4x5eA', '3qs8B', '4gkmA', '3qs8A']"
1be4A,1bhnD,"['1bhnC', '1bhnB', '1bhnA', '1be4C', '1bhnE', '1be4A', '1be4B', '1bhnF']"
1dxlA,1dxlB,"['1dxlD', '1dxlA', '1dxlC']"
6nxmA,6ny8C,"['6ny8A', '6nz3B', '6ny8B', '6nxmC', '6nxmA', '6nz3A', '6nz3C', '6nxmB']"
3lstA,3lstB,"['3lstA']"
3dr2A,3dr2A,"['3dr2B']"
1x1xA,1b20B,"['1b2sB', '2f5mC', '1brsC', '2f5wB', '1a2pB', '1bscB', '1bseB', '1b2xC', '1b2zB', '1b21A', '1x1yC', '1briB', '1b27B', '1b2sC', '1bneC', '1x1uA', '1b2xB', '1b20A', '1b2xA', '1b21B', '1bnfB', '1bgsA', '1b3sB', '1bsbA', '1x1xA', '1brkC', '1b2uA', '1b3sA', '2za4A', '1b2sA', '1x1yB', '1bngB', '1x1uB', '1brjC', '1bsdB', '1bniA', '1bseA', '1bscC', '1brkA', '1rnbA', '1brhA', '1b2uB', '2f5wC', '1bsdA', '2f5mB', '1banA', '1bsaC', '1baoA', '1brkB', '2f56A', '1brhB', '1b2zC', '1b20C', '1x1wA', '1x1wC', '1a2pA', '1banC', '1bnfC', '1x1yA', '1b21C', '3kchA', '1bseC', '2f4yC', '2f4yA', '1b27A', '1brjA', '1brnL', '1brsA', '1bnfA', '1bgsC', '1briA', '1brgB', '1briC', '1brgC', '1bnjA', '1bsbC', '1bneA', '1bsaB', '1a2pC', '1b2uC', '1bsaA', '1x1xB', '1bgsB', '1bnsC', '1brgA', '1brsB', '1banB', '1bnjB', '1bneB', '1bngA', '1baoC', '2za4C', '1b27C', '1b3sC', '1baoB', '1bsbB', '1bniC', '1x1xC', '2f56C', '1bsdC', '1x1uC', '1bnsB', '2f5wA', '2f5mA', '1brjB', '1bniB', '1b2zA', '1brnM', '3kchC', '1x1wB', '1bscA', '1bnsA', '1bngC', '2f4yB', '3kchB', '1bnjC', '2f56B', '1brhC']"
1x1xA,1yvsA,"[]"
2oolA,2oolA,"[]"
3a4wA,3a4xB,"['3a4wA', '2dskA', '2dskB', '3afbA', '3a4xA', '3a4wB', '3afbB']"
2x1xE,2x1wD,"['2x1xE']"
6cafA,6gwaA,"['1cnvA']"
2bl8A,2bl8A,"[]"
2semB,3semB,"['3semA', '1semA', '2semB', '1semB', '2semA']"
3x1bA,3x1bB,"['3x1bA']"
6ck0B,6ck0A,"['6ck0B']"
1x9rA,1x9rA,"['1x9uA']"
4aupB,4aupA,"['4aupB']"
3uebE,3uebF,"['3uebB', '3uebE', '3uebD', '3uebA', '3uebC']"
3adgA,3adgA,"['3adiC', '3adiA', '3adiB']"
6fcwA,6fcaA,"['6fctA', '6fu2C', '6fd9A', '6fccA', '5m8hF', '6fcwA', '5m8hH']"
3d53C,3emjI,"['3emjL', '3d53E', '3emjE', '3emjB', '3emjF', '3d53C', '3emjC', '3emjJ', '3d53A', '3d53B', '3emjD', '3emjG', '3emjA', '3d53D', '3d53F', '3emjK', '3emjH']"
3x0fB,3x0fA,"['3x0fB']"
4oveA,4oveA,"[]"
4oveA,4urtA,"[]"
4oveA,6fkqA,"[]"
6i7nA,5ebkB,"['2w0hA', '2w0hB', '4apnA', '6i7nB', '6i7nA', '6er5A', '4adwB', '2x50B', '2jk6B', '4adwA', '4apnB', '2yauB', '2jk6A', '2yauA', '5ebkA', '2x50A']"
1u0rD,1u0rA,"['1u0rD', '1u0rC']"
5zmeA,5zmeA,"['5zmfA']"
3dfxA,3dfxB,"['3dfxA']"
2plcA,2plcA,"['1aodA']"
6f4nB,4gazB,"['3uyjA', '4gazA', '3uyjB']"
1cs4B,1culB,"[]"
4rxvA,4rxvA,"['4xa9f', '4xa9e', '4xa9b', '4xa9d', '4xa9c', '4xa9g', '4xa9h', '4xa9a']"
3gazA,3gazA,"['3gazB']"
3stvB,3styB,"['3stvB', '3stxB', '3stwB', '3stuA', '3sttA', '3sttB', '3stuB', '3stxA', '3styA', '3stvA', '3stwA']"
1na0A,1na0B,"['1na0A']"
4arzA,3r7wC,"['3r7wA', '6jwpF', '4arzA']"
2cg9B,2cg9B,"[]"
4gaoA,4gaoA,"['4gaoG', '4gaoB', '4gaoD']"
1y6iA,1y6iA,"['4xkcA', '4xkbA']"
3prbB,3prbA,"['3prbB']"
3prbB,3prdA,"[]"
3gitA,3gitE,"['3gitB', '3gitC', '3gitF', '3gitD', '3gitA']"
5dmqA,5dmqA,"[]"
4gjhC,4gjhB,"['4gjhA', '4gjhC']"
4m0hA,4m0hB,"['4m0hA', '4m0nA']"
1ku7A,1ku7D,"[]"
1ku7A,1ku7A,"[]"
2zgiD,2zgiC,"['2zgiA', '2zgiD', '2zgiB']"
3qf2B,3qf2B,"[]"
2p3zA,3d46A,"['3d46E', '3boxB', '3cxoB', '3d47D', '3d46F', '3boxA', '3d47F', '3cxoA', '3d47G', '3d46D', '3d47E', '3d46H', '3d47C', '2p3zA', '3d47H', '2gshA', '3d46C', '3d47A', '2p3zB', '2i5qA', '2i5qB', '3d46G', '3d46B', '3d47B', '2gshB']"
3c05B,3c05B,"[]"
4m7wA,4m7wA,"['4m7wC', '4m7wB']"
4bhbA,4bhcA,"['4wxcA', '4wxdA', '4bhbA']"
4bhbA,4wx9B,"['4wx9C', '4wx9A']"
3rqcC,3rqcE,"['3rqcG', '4ofsA', '3rqcF', '3rqcD', '4ofsB', '3rqcC', '4ofsC', '4ofsD', '4ofsE', '4ofsF', '3rqcA', '3rqcB']"
6dtuA,6dtuB,"['2ghaB', '6dtuA', '2ghaA']"
6dtuA,2ghbB,"['2ghbA', '2ghbC']"
3p3oA,3p3xB,"['3p3lB', '3p3zA', '3p3oA', '3p3xA', '3p3lA']"
1s9kD,1a02F,"['1s9kD']"
4plnC,4plnC,"['4plnD']"
1k3iA,2eibA,"['2eidA', '1gogA', '2eicA', '1t2xA', '2eieA', '2wq8A', '1k3iA', '2vz3A', '1gofA', '2jkxA', '1gohA', '2vz1A']"
4h17A,4h17A,"['4h17B']"
2qk0A,3rdvB,"['3rdvA', '3rdvC', '3rdvD', '2qk0A']"
6u3jA,6sy1A,"['6sy1B', '6u3jB', '6u3jA']"
4boqA,4bozD,"['4bosB', '4bosA', '4boqA']"
5fvlD,5fvlD,"[]"
3ekiA,3ekiA,"['3e78A', '3e79A']"
6h06A,6h0eA,"['5v7uH', '6h06C', '6h06A', '6h0eH', '6h0eC', '6h06H', '6h0eE', '6h06E']"
4mggA,4mggF,"['4mggD', '4mggH', '4mggG', '4mggC', '4mggE', '4mggB', '4mggA']"
3iuoB,3iuoB,"['3iuoA']"
3k9wA,3pxuA,"[]"
3rpfC,3rpfC,"[]"
2qz9A,2qz9B,"['2qz9A', '2qz9C', '2r00C']"
2qz9A,2r00A,"[]"
2q0qA,2q0sF,"['2q0sE', '2q0sH', '2q0qG', '2q0sD', '2q0sG', '2q0sA', '2q0qB', '2q0qF', '2q0qD', '2q0qE', '2q0qH', '2q0sC', '2q0sB', '2q0qA', '2q0qC']"
4hmoA,4hmqB,"['5jj5A', '4hmoA', '4h59A', '5jj5B', '4hmqA']"
4xp5H,4xp4H,"['4xp9H', '4xnuH', '4xp5H', '4xnxH', '4xphH', '4xptH', '4xp6H', '4xp1H', '4xpaH']"
5vz4A,5vz4A,"['5vt2A', '5vt2B', '5vz3A']"
4wthB,4wthB,"['4wthA']"
4ezgA,4ezgB,"['4ezgA']"
6pibA,6pj3A,"['6ph9A', '6wiiA', '6pibA']"
1wvlA,1wvlB,"['1wvlA']"
1cunA,1cunA,"['1cunC', '1cunB']"
2rc3C,2rc3A,"['2rc3C', '2rc3D', '2rc3B']"
6b85J,6b85J,"['6b85C', '6b85B', '6b85A']"
2ctxA,1yi5F,"['1ctxA', '1yi5I', '1yi5H', '1yi5G', '1yi5J', '2ctxA']"
2ctxA,4aeaA,"['4aeaB']"
3cngC,3cngB,"['3cngD', '3cngA', '3cngC']"
2fpeA,2fpeE,"['2fpdC', '2fpeC', '2fpeH', '2fpeD', '2fpeB', '2fpdA', '2fpeF', '2fpdD', '2fpeA', '2fpdB', '2fpeG']"
1aj0A,1ajzA,"['5v7aB', '5u10A', '5u10B', '5u0zB', '5v79A', '5u0wB', '5v79B', '5u14A', '5v7aA', '5u0vA', '1aj0A', '5u14B', '5u0yB', '5u12A', '1aj2A', '5u13B', '5u13A', '5u0zA', '5u11A', '5u0wA', '5u12B', '5u0yA', '5u11B']"
6phfC,6phfA,"['6phfC']"
5knxB,5knvA,"['1j7jB', '5kntB', '5knvB', '5knsB', '1g9tB', '5knuB', '5kntA', '1g9tA', '1g9sB', '5knrB', '5knrA', '5knxA', '5knsA', '1grvB', '1g9sA', '1grvA', '1j7jA', '5knxB', '5knuA']"
1fxjA,1fxjB,"['1fwyB', '1fxjA', '1fwyA']"
3tbgA,3tbgD,"['2f9qC', '4wnwA', '6csbA', '4wnvA', '4wnvC', '5tfuA', '4xryB', '5tftC', '4xryC', '6csbB', '4wnuD', '3tdaA', '4wntA', '4wnuA', '6csbD', '4xryA', '4xrzA', '4wnvB', '5tfuB', '3tbgB', '4wnwB', '4xrzD', '5tfuC', '4xrzB', '3tbgC', '4wntB', '5tftA', '3tdaD', '2f9qA', '4wnuB', '3tdaB', '4wnuC', '6csbC', '3qm4A', '5tftB', '5tfuD', '4xrzC', '2f9qB', '4xryD', '2f9qD', '3tbgA', '3qm4B', '4wnvD', '6csdB', '3tdaC', '6csdA', '5tftD']"
5vxtB,5vxtA,"['5vxtB']"
3w5sA,3w5sA,"['3w5sB']"
6tc0B,6tc0B,"[]"
5jcaL,5jfcL,"['5jcaL']"
2isaA,2isaD,"['2isaG', '2isaB', '2isaF', '2isaE', '2isaC', '2isaA', '2isaH']"
2z1kA,2z1kC,"['2z1kD', '2z1kB', '2z1kA']"
3llqB,3llqB,"[]"
6fp9A,6fp7B,"['6fp8B', '6fp9A']"
4ylzC,5cblD,"['4ylzD', '4ym0D', '4ym2A', '4ym0B', '4ym2B', '5cblC', '4ym3C', '4ym1A', '4ym3D', '4ym1B', '4ym3A', '4ym1C', '5cblB', '4ym3B', '4ym2D', '4ylzB', '4ylzA', '4ym0C', '4ym1D', '4ym0A', '4ylzC', '4ym2C']"
5fl7Q,5fl7Q,"['5fl7L', '5fl7O', '5fl7S', '5fl7K', '5fl7N', '5fl7M', '5fl7P', '5fl7R', '5fl7T']"
5y39D,5y3aI,"['5yk3I', '6b9xD', '5y39D', '5x6uD', '6ehpD', '5y3aD', '6ehrD']"
5y39D,5vokF,"['5vokB']"
2z8zA,2zvdA,"['2zvdC', '3a70C', '3a70A', '3a6zC', '3a6zA']"
2z8zA,2zj6A,"['2zj7A', '2z8zA', '2z8xA']"
3tqpA,3tqpA,"[]"
1oqjA,1oqjA,"['1oqjB']"
4x84B,4x84C,"['4x84A', '4x84B', '4x84D']"
3breB,3breB,"[]"
4lo8A,4lo8G,"['4lo8E', '4lo8C', '4lo7E', '4lo8A']"
5b4aB,5b49B,"['5b4bB', '5b4cA', '5b4dA', '5b49A', '5b4aA', '5b4bA', '5b4cB', '5b4aB', '5b4dB']"
3r75B,3r75A,"['3r75B', '3r76A', '3r76B']"
3r75B,3r74B,"['3r74A']"
4zkjB,4zkjB,"['4zkjA']"
4z8dA,2eftA,"['4z8dA', '5bnmB', '3il9A', '1eblB', '1hnhA', '1hndA', '1hnjA', '5bnsB', '3il9B', '5bnrA', '4z8dB', '1mzsA', '5bnmA', '2gyoA', '5bnsA', '1hn9A', '2eftB', '2gyoB', '1hn9B', '1eblA']"
6nhhB,2qjpE,"['2qjyE', '2qjkQ', '5kkzB', '2qjpH', '6ninP', '2qjkH', '2fynB', '2qjyN', '5kkzF', '2qjkE', '6nhhF', '2fynQ', '6ninB', '2qjpB', '6ninL', '2fynK', '2qjkB', '2fynN', '5kkzP', '6ninT', '2qjyK', '6nhhB', '6ninX', '5kliB', '6ninF', '2qjyQ', '2qjkK', '2fynH', '5kliP', '5kliL', '2qjyB', '2qjyH', '5kkzL', '2fynE', '5kliF', '2qjpK', '2qjkN']"
2p13A,2p13B,"['2p13A']"
1d9kD,1d9kD,"['1jl4B', '1d9kH', '1iakB']"
5wkqA,5wkqA,"['5wkqB']"
3c5iD,3c5iD,"['3c5iC', '3c5iA', '3c5iB']"
2oxnA,1tr9A,"['3gsmA', '1y65A', '2oxnA', '3gs6A']"
6puiG,4nqcE,"['5u1rG', '6pufH', '6w9vE', '4l8sB', '3kxfO', '4z7wH', '4l4tH', '4nqcH', '6puiG', '4l4vH', '6vrmE', '4z7wF', '4pjdH', '4pjxH', '6puhG', '3kxfP', '6pvdH', '4l4tE', '5u17G', '4pjdF', '6pumH', '5u72G', '2ak4P', '5u16F', '6pvcH', '5u16H', '6bj8H', '4pjaH', '4pjgF', '6puiE', '5u2vH', '6pumE', '4jrxE', '4pjcF', '4pjiF', '6pukG', '4nqdE', '4pjbH', '6pueE', '4pjxF', '3kxfH', '6pudH', '6w9vH', '4l4vE', '6vthE', '5u2vF', '6pucH', '4pjeH', '5u72E', '6pulE', '4lccB', '5xotE', '5u6qE', '6pvcF', '2ak4J', '4pjiH', '5u6qG', '5u1rE', '6w9uE', '6w9uH', '4pjeF', '5u17E', '6vthB', '6bj3H', '4pjaF', '6pulG', '4pjbF', '4pjfF', '6pugE', '2ak4E', '6pueH', '4lcwE', '6pvdE', '6pucE', '6pudE', '4pjhH', '2ak4U', '4lcwH', '4nqeH', '4pjcH', '4pjgH', '6pukE', '4nqeE', '6puhE', '4pj5H', '4nqdH', '3kxfE', '6pujE', '6pufE', '4iiqB', '4pj5E', '4pjhF', '6pujG', '6pugH', '4pjfH']"
2rspA,2rspA,"['2rspB', '1mvpA']"
6fejA,6fejA,"['6fejB']"
2g4sA,2bkfA,"['2g4sA']"
4d8pA,4z7vA,"['4z7wA', '5ks9A', '2nnaA', '4z7uA', '4gg6A', '5ujtG', '5ujtA', '5ks9C', '1jk8A', '4z7vC', '4gg6C', '6dfxA', '5ujtD', '4z7uC', '6dfxD', '4z7wC']"
6i9aA,6i9aB,"['6i9aA', '4rbmA', '4tkxL']"
5znmA,5znmB,"['5znmA']"
1yq3D,6mytD,"['2fbwD', '6myuD', '6mypD', '6myoD', '2wqyD', '6myrD', '2fbwQ', '2h89D', '2wqyQ', '6mysD', '6myqD', '1yq3D', '1yq4D', '2h88D', '2h88Q']"
1b4bA,1b4bA,"['1b4bC', '1b4bB']"
6d26A,6d27A,"['6d26A']"
6flyA,6flzB,"['6flyB', '6flwC', '6flwA', '6flwD', '6flyA', '6flwB', '6flzA']"
5imkB,5imkB,"['5immB', '5imlB', '5imoB']"
4ebgB,4ebgB,"['4ebgA']"
1v76A,1v76A,"['1v76B']"
6dzrH,6u85H,"['6dzrH']"
4dguA,4dguA,"['4dguB']"
6ergD,6ergA,"['6erfG', '6erhC', '6erfE', '6ergD', '6erfA', '6erfC', '6erhA']"
3cnvC,3cnvB,"['3cnvD', '3cnvA', '3cnvC']"
5umeE,5umeD,"['5umeA', '5umeF', '5umeE', '5umeC']"
3gcmA,3h1cI,"['3h1cV', '3gcmC', '3h1cM', '3h1cX', '3h1cB', '3gcmA', '3h1cK', '3h1cG', '3h1cT', '3h1cO', '3h1cR', '3h1cC', '3gcmB', '3h1cA']"
1bcgA,1bcgA,"[]"
6mn5D,6mn4D,"['6mn5B', '6mn4C', '6mn4F', '6mn5D', '6mn3B', '6mn4B', '6mn5C', '6mn5E', '6mn4A', '6mn5F', '6mn4E', '6mn5A', '6mn3A']"
3v65A,3v65A,"['3v64A', '3v64B', '3v65C']"
5ms3A,5ms4A,"['5ms3A', '5ms4B', '5ms4C', '5ms4D']"
2bfuS,1ny71,"['2bfuS']"
1t11A,1t11A,"['1t11B']"
4dooA,4dooB,"['4dooA']"
2iu4B,2iu4B,"['2iu6A', '2iu4A', '2iu6B']"
6aslA,6aslA,"['6askA']"
2jftA,2jfsA,"['2jftA', '2jfrA', '2v06A']"
5c5hB,5c5hB,"['5c5hA']"
5c5hB,6nj0A,"[]"
1ygaA,1ygaA,"['1ygaB']"
5gjfA,5jgaA,"['5j8iA', '4o91A', '5jgdA', '4l3pA', '5v5nA', '5gjgA', '2yiyA', '4l52A', '5j9lA', '5gjfA', '4l53A', '2evaA', '5jh6A', '5gjdA', '4gs6A', '5jgbA']"
1gwcC,1gwcC,"['1gwcA', '1gwcB']"
1h9oA,1h9oA,"['5aulA', '1qadA']"
2prrD,2prrF,"['2prrL', '2prrH', '2prrC', '2prrJ', '2prrE', '2prrD', '2prrB', '2prrA', '2prrK', '2prrG', '2prrI']"
6ofdA,3kbpD,"['6ofdC', '6py9A', '2qfpB', '6of5D', '4dhlB', '6ofdA', '1kbpC', '6vj7D', '4dt2B', '4kbpD', '2qfpD', '4dhlA', '6g46C', '6vj7A', '4dsyA', '6g46B', '4dsyD', '2qfpC', '6of5A', '4dt2C', '6py9B', '1kbpD', '1kbpB', '4kbpC', '2qfpA', '3kbpB', '6hwrC', '3kbpA', '4dhlD', '6of5B', '6g46A', '4dhlC', '4kbpA', '4kbpB', '6hwrB', '6py9C', '6hwrD', '4dt2A', '6g46D', '6py9D', '2qfrB', '2qfrA', '4dsyB', '6ofdD', '6hwrA', '4dt2D', '6vj7C', '6ofdB', '3kbpC', '6of5C', '4dsyC', '6vj7B']"
1sceC,1pucA,"['1sceC', '1sceD']"
3makA,3einA,"['3makA']"
5umnC,5umnE,"['4fp8I', '4fnlH', '6ml8H', '6d0uE', '6d0uC', '4fp8K', '4fnlI', '6d0uH', '4fp8H', '4fp8J', '5umnC', '6d0uK']"
6vftC,6vftB,"['6vftD', '6vftA', '6vftC']"
3eebA,3gcdB,"['3gcdD', '3eebA', '3gcdA', '3eebB', '3gcdC']"
6dvhA,6dvhC,"['6dviE', '6dvhD', '6dviF', '6dvhA', '6dviB', '6dvhB', '6dvhE', '6dvhF', '6dviC', '6dviA']"
2ql8A,2ql8A,"['2ql8B']"
2epgB,2epgB,"['2epgA']"
5bk5A,5a3iH,"['6phhD', '6mlkL', '6phcD', '6c6zL', '4lriB', '6iuvD', '5a3iD', '6phhB', '7cheB', '5bk5A', '6phgB', '6uc5L', '5bk5G', '4lriA', '5bk5E', '4fz8L', '6c6zD', '5bk5C', '6iuvL', '6phcB']"
4lr4C,4lr4C,"['4lr4D', '4lr4B', '4lr4A']"
4bqdA,4bqdA,"[]"
5jmbA,5jmbB,"['5jmbA']"
1oqsB,1oqsF,"['1oqsD', '1oqsH', '1oqsB']"
4w4lC,4kxrC,"['4w4lC']"
1hkxE,1hkxM,"['1hkxJ', '1hkxN', '1hkxH', '1hkxI', '1hkxD', '1hkxK', '1hkxF', '1hkxA', '1hkxL', '1hkxB', '1hkxC', '1hkxE', '1hkxG']"
6abyA,6abxA,"['6abyB', '6abyA', '6abxB']"
3byiA,3byiA,"['3byiD', '3byiB', '3byiC']"
2etvA,2etvB,"['2etvA']"
3cw2M,3cw2K,"[]"
3cw2M,3cw2M,"[]"
3cw2M,2qmuC,"[]"
3v2uA,3v2uA,"['3v2uB']"
4hg4H,3qqbA,"['3ku6A', '4hg4H', '3ku5A', '4hg4I', '4hlzE', '4hg4E', '3qqoC', '4hf5A', '4hg4A', '4hg4G', '4hlzA', '4hfuA', '3qqeA', '3ku3A', '4hg4D', '3qqoA', '4hg4C', '4hg4F', '4hg4B', '3qqoE', '4hlzC']"
5an5D,5an5D,"[]"
4ch7A,4ch7A,"[]"
2gagB,2gahB,"['2gagB']"
2i81A,2i81B,"['2i81C', '2i81A']"
2cvkA,2cvkA,"['4tn8A', '2yzuA']"
6gi5B,6gi5B,"['6gi5A', '6gi2B', '6gi1B', '6gi0A', '6gi1A', '6gi2A', '6gi0B']"
3bx4C,3wwkG,"['2vrpA', '3wwkA', '3bx4A', '3wwkJ', '3bx4C', '3wwkD']"
5h9tH,5dajE,"['5dajG', '5h9tG', '5dajF', '5h9tF', '5dajH', '5dajB', '5h9tC', '5dajA', '5h9tA', '5h9tB', '5h9tD', '5h9tH', '5dajC', '5dajD', '5h9tE']"
1w0mA,1w0mF,"['1w0mB', '1w0mH', '1w0mG', '1w0mA', '1w0mE', '1w0mC', '1w0mD']"
2a1wH,2ai0H,"['2a77H', '2a1wH', '2ai0I', '2ai0K', '2ai0J', '2a1wI']"
6q28A,6q26B,"['6q28B', '6q27C', '6q26A', '6q26C', '6q28C', '6q28D', '6q26D', '6q27A', '6q27B', '6q28A', '6q27D']"
2ig6A,2ig6A,"['2ig6B']"
